InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ProjectCode
SO2009224,I2B0060005,BLADE                               WA 2075C,1,06/10/2020,4704,CUSS006,PB201116
SO2009224,I2C0060004,CONTROL CAGE              WA 1661F,1,06/10/2020,2100,CUSS006,PB201116
SO2009224,I2L0010048,END LINER                        WA 2023D,2,06/10/2020,7350,CUSS006,PB201116
SO2009224,I2B0020005,CENTERING BOLT        M16X35(9*B04C16X035H)(12.9),5,06/10/2020,160,CUSS006,PB201116
SO2009225,I2B0060005,BLADE                            WA 2075C,1,06/10/2020,4704,CUSS006,PB201117
SO2009225,I2C0060004,CONTROL CAGE           WA 1661F,1,06/10/2020,2100,CUSS006,PB201117
SO2009225,I2B0020005,CENTERING BOLT         M16X35(9*B04C16X035H)(12.9),1,06/10/2020,160,CUSS006,PB201117
SO2009226,I1S0110012,STEEL SHOT               S-230,250,07/10/2020,45,CUSJ011,SS200286
SO2010037,I100003119,STAINLESS STEEL CUT WIRE  SUS430 CCW(0.6MM),500,07/10/2020,187,CUSA013,SS200294
SO2010054,I1S0110003,BRITE SHOT       AZ-8S (20 KGS/PACK),600,07/10/2020,225,CUSK007,SZ200296
SO2010049,I2B0060005,BLADE               WA 2075C,2,08/10/2020,4800,CUST007,PB201152
SO2010049,I2L0010015,END LINER        3A7520A0054,4,08/10/2020,9900,CUST007,PB201152
SO2010050,I2L0010016,TOP LINER             3A7520A0055,1,08/10/2020,7200,CUST007,PB201153
SO2010059,I100012556,CONTROL PROGRAM   SW1DND-GXW2-J(JAPAN),1,08/10/2020,11100,CUSS007,PB201160
SO2010064,I1C0160001,CALCIUM CARBONATE   ( 25KGS/PACK),100,08/10/2020,18,CUSS133,PC201162
SO2010065,I1C0160001,CALCIUM CARBONATE ( 25 KGS/PACK ),150,08/10/2020,18,CUSW001,PC201163
SO2010066,I1S0110011,STEEL SHOT          S-550,3000,08/10/2020,25,CUST024,SS200297
SO2010071,I2F0010001,DUST TUBE     DAB-B T0005,12,08/10/2020,2200,CUST009,PC200870
SO2010071,I2F0010002,DUST TUBE     DAB-B T0018,32,08/10/2020,2500,CUST009,PC200870
SO2010072,I1C0160001,CALCIUM CARBONATE (25KGS/PCS),3000,08/10/2020,10,CUST044,PC201167
SO2010073,I2A0040001,ARANDUM            AF 220 (25KGS/PACK),275,08/10/2020,257,CUSC002,SS200298
SO2010028,I1S0110011,STEEL SHOT          S-550,3000,09/10/2020,25,CUST024,SS200291
SO2010030,I200005242,ELECTROMAGNETIC PUMP,1,09/10/2020,15000,CUSP012,PB201142
SO2010063,I1C0160001,CALCIUM CARBONATE     (25KGS/PACK),200,09/10/2020,18,CUSNO36,PC201161
SO2008088,I100012223,CYCLO MOTOR        CNHM2-6125-EP-17 TERMINAL R,1,10/10/2020,40500,CUST017,PB200904
SO2010069,I2B0060005,BLADE                  WA 2075C,2,10/10/2020,4800,CUSS002,PB201165
SO2010069,I2C0060004,CONTROL CAGE              WA 1661F,2,10/10/2020,2100,CUSS002,PB201165
SO2010069,I2S0090001,STOPPER                3A4520A0002,4,10/10/2020,3500,CUSS002,PB201165
SO2010069,I2S0170002,SIDE PLATE(WHEEL ASS'Y)       X-30 264,1,10/10/2020,83000,CUSS002,PB201165
SO2007107,I2N0020007,NUT                 WZ8 0320,20,14/10/2020,500,CUSM001,PB200799
SO2007107,I2R0040026,LATEX SPONGE       60X50X2500L,2,14/10/2020,8500,CUSM001,PB200799
SO2007107,I2R0040026,LATEX SPONGE       60X50X2000L,1,14/10/2020,7000,CUSM001,PB200799
SO2007107,I200004602,BOLT               WZ8 0331A,12,14/10/2020,500,CUSM001,PB200799
SO2007107,I2L0010013,LINER              3A7520A0041,2,14/10/2020,2800,CUSM001,PB200799
SO2007107,I2L0010014,LINER              3A7520A0042,2,14/10/2020,2800,CUSM001,PB200799
SO2007107,I2L0010267,LINER             3B7530A0025,1,14/10/2020,4500,CUSM001,PB200799
SO2007107,I2L0010266,LINER             3B7530A0035,1,14/10/2020,6700,CUSM001,PB200799
SO2007107,I2L0010439,LINER             3B7530A2046,1,14/10/2020,7000,CUSM001,PB200799
SO2007167,I2I0010001,INLET TROUGH               3A7580A0004,1,14/10/2020,4500,CUST008,PB200830
SO2007179,I2S0020004,SCREW          MIE 0073,2,14/10/2020,14200,CUSM001,PA200837
SO2007181,I2S0030703,SEAL(COVER)            8G2330A2003,2,14/10/2020,3700,CUSS006,PA200839
SO2008008,I2M0020034,CERAMIC MEDIA           AX-A8X10 (20KGS/PACK),20,14/10/2020,220,CUSJ006,SS200212
SO2008025,I2L0010181,LINER          3B7520A2004,4,14/10/2020,3800,CUSE008,PB200864
SO2008070,I2C0010002,CARTRIDGE FILTER       FXN-4080CG-001,4,14/10/2020,5194,CUSS006,PC200895
SO2008152,I2B0040006,"BUCKET(LIKET)        3 1/2""-US",24,14/10/2020,300,CUSU001,PB200944
SO2009215,I1C0160001,CALCIUM CARBONATE  (25KGS/BAG),500,14/10/2020,18,CUSM006,PC201111
SO2009232,I1C0160001,CALCIUM CARBONATE,600,14/10/2020,18,CUSB006,PC201120
SO2009232,I1C0160001,CALCIUM CARBONATE,1200,14/10/2020,18,CUSB006,PC201120
SO2010092,I2C0070006,FRONT COVER                  3A6170A0016,4,14/10/2020,13300,CUSN002,PB201176
SO2010096,I1S0110031,BRITE SHOT      AZ-3S (20 KGS/BAG),40,14/10/2020,280,CUSH012,SZ200300
SO2010097,I1S0110031,BRITE SHOT      AZ-3S (20 KGS/BAG),60,14/10/2020,280,CUSH012,SZ200301
SO2006031,I200005166,* CERAMIC BEADS B-120,25,15/10/2020,980,CUSS164,SS200178
SO2006031,I200001809,* CERAMIC BEADS B-60,25,15/10/2020,980,CUSS164,SS200178
SO2006031,I200005167,* CERAMIC BEADS B-40,20,15/10/2020,980,CUSS164,SS200178
SO2006031,I200000261,* GLASS BEADS J-150,20,15/10/2020,165,CUSS164,SS200178
SO2006031,I200005168,* GLASS BEADS J-90,20,15/10/2020,165,CUSS164,SS200178
SO2006031,I200005169,* GLASS BEADS J-54,20,15/10/2020,165,CUSS164,SS200178
SO2006031,I2S0110018,* STAINLESS BEADS SUS-150B,20,15/10/2020,1120,CUSS164,SS200178
SO2006031,I200001690,* STAINLESS BEADS SUS-50B,20,15/10/2020,1120,CUSS164,SS200178
SO2006031,I2S0110023,* STAINLESS BEADS SUS-40B,20,15/10/2020,1080,CUSS164,SS200178
SO2006133,I100003723,AIR DRYER,1,15/10/2020,60000,CUSS164,PB200731
SO2006133,I100011911,TRANSFORMER (380V-220V),1,15/10/2020,37000,CUSS164,PB200731
SO2008051,I2C0020001,CERMET            4x25x8539.22322,12,15/10/2020,4750,CUSK013,PA200881
SO2009023,I1P0030032,V PACKING         WZ90 0112A(V50)(OD66),2,15/10/2020,250,CUST027,PB200991
SO2009023,I100012183,V PACKING          WZ90 0137,2,15/10/2020,200,CUST027,PB200991
SO2009023,I100012206,HOLDER              CDB C1209A,1,15/10/2020,2300,CUST027,PB200991
SO2009092,I100001905,WATER GLASS BINDER                      HMG-05-TH,660,15/10/2020,135,CUSS006,SA200257
SO2009092,I100001904,SURFACE ACTIVE AGENT BINDER    KKZ01-TH,360,15/10/2020,161,CUSS006,SA200257
SO2009093,I100001905,WATER GLASS BINDER                      HMG-05-TH,50,15/10/2020,135,CUSS006,SA200256
SO2009093,I100001904,SURFACE ACTIVE AGENT BINDER    KKZ01-TH,30,15/10/2020,161,CUSS006,SA200256
SO2009134,I2S0030001,GATE SEAL              1C2320A2000,1,15/10/2020,11800,CUST054,PA201058
SO2009178,I2D0020005,DISTRIBUTOR          WA 1802D,7,15/10/2020,1900,CUSK013,PB201091
SO2009178,I2B0060005,BLADE                      WA 2075C,7,15/10/2020,4560,CUSK013,PB201091
SO2009178,I2C0060004,CONTROL CAGE         WA 1661F,7,15/10/2020,1995,CUSK013,PB201091
SO2009217,I1C0160001,CALCIUM   CARBONATE   (25KGS/BAG),400,15/10/2020,15,CUSA006,PC201112
SO2009219,I1S0110005,STEEL SHOT            SAE-S70(SB-2),400,15/10/2020,48,CUSA006,SS200284
SO2009219,I1G0050001,STEEL  GRIT            G-120 (GH-1),200,15/10/2020,45,CUSA006,SS200284
SO2010019,I1C0160001,CALCIUM CARBONATE  (25KGS/BAG),250,15/10/2020,18,CUSM005,PC201136
SO2010023,I2D0010001,DIAPHRAGM RUBBER PACKING      WWDO-3CCR,4,15/10/2020,6365,CUST055,PA201137
SO2010034,I1A0040004,WHITE ARUNDUM       WA#180,100,15/10/2020,150,CUSC001,SS200293
SO2010034,I1G0050003,STEEL GRIT             G-50(GL),200,15/10/2020,43,CUSC001,SS200293
SO2010080,I2D0010001,DIAPHRAGM RUBBER PACKING   WWDO-3CCR,4,15/10/2020,6700,CUSA004,PA201171
SO2010083,I2S0030001,GATE SEAL            1C2320A2000,1,15/10/2020,11210,CUST055,PA201173
SO2010093,I1C0160001,CALCIUM CARBONATE  ( 25 KGS./PACK ),125,15/10/2020,18,CUSS009,PC201177
SO2010105,I2B0060005,BLADE  (8PCS/SET )               WA 2075,3,15/10/2020,4800,CUSI001,PB201185
SO2010106,I2N0030006,NYLON VENT    DIA.25X7H(SLIT:0.40MM.)(WHITE),600,15/10/2020,50,CUST054,PA201186
SO2010111,I200000720,NYLON VENT  DIA.20X7H (SLIT 0.40 MM.),1000,15/10/2020,50,CUSN018,PA201189
SO2010113,I2B0060005,BLADE(8PCS/SET)    WA 2075,3,15/10/2020,4800,CUSN018,PB201190
SO2010113,I2C0060004,CONTROL CAGE      WA 1661,2,15/10/2020,2100,CUSN018,PB201190
SO2010113,I2D0020005,DISTRIBUTOR            WA 1802,3,15/10/2020,2000,CUSN018,PB201190
SO2010120,I2D0010001,DIAPHRAGM RUBBER PACKING    WWDO-3CCR,2,15/10/2020,6700,CUST054,PA201194
SO2007117,I2B0050040,BUSHING               MSG60 D0017,1,16/10/2020,25500,CUSS006,PA200804
SO2007131,I2P0040078,PULLEY           MY-B E1641,1,16/10/2020,8100,CUSS015,PB200810
SO2007175,I2F0010017,PILOT FILTER          4WRZ(VUP-172/0),2,16/10/2020,900,CUSA004,PA200836
SO2007185,I2C0070054,COVER               3B5550F0014,1,16/10/2020,8900,CUSA022,PB200843
SO2009031,I1S0110012,STEEL SHOT                  S-230,300,16/10/2020,38,CUSS108,SS200252
SO2006089,I200005245,DRUM                3B4060F2074,1,19/10/2020,650000,CUSB022,PB200720
SO2007065,I2L0010670,LINER                          3B7520B2567,1,19/10/2020,5490,CUSJ006,PB200779
SO2008061,I2L0010010,LING LINER            3A7530A0021,1,19/10/2020,4700,CUSJ011,PB200890
SO2008073,I2D0050010,DUCT             425003000200,1,19/10/2020,1140,CUST024,PA200897
SO2008077,I200000218,HEX SOCKET SET SCREW   9*H02B10X020(M10X20),1,19/10/2020,45,CUSK021,PB200899
SO2008077,I2K0010012,KEY              9*S02B12X060(12X8X60 NEW JIS),1,19/10/2020,140,CUSK021,PB200899
SO2008077,I1P0040024,PULLEY                       3B1570C2070,1,19/10/2020,12500,CUSK021,PB200899
SO2008077,I1P0030010,V PACKING                WZ90 0109A(V35.5),4,19/10/2020,220,CUSK021,PB200899
SO2008077,I1B0070077,BEARING UNIT          CUCF205CE,2,19/10/2020,1600,CUSK021,PB200899
SO2008077,I1B0010023,BE BELT ASSEMBLY,1,19/10/2020,47600,CUSK021,PB200899
SO2009050,I2C0010012,CARTRIDGE ELEMENT            FX-6PB/1501,6,19/10/2020,4100,CUSA013,PB201011
SO2009148,I2C0010007,CARTRIDGE FILTER             FXBX-4070CG003,12,19/10/2020,8360,CUSM006,PB201069
SO2009148,I2R0040017,PACKING  FX1502B,12,19/10/2020,475,CUSM006,PB201069
SO2009148,I2C0010007,CARTRIDGE FILTER             FXBX-4070CG003,12,19/10/2020,8360,CUSM006,PB201069
SO2009148,I2R0040017,PACKING  FX1502B,12,19/10/2020,475,CUSM006,PB201069
SO2009148,I2C0010007,CARTRIDGE FILTER            FXBX-4070CG003,12,19/10/2020,8360,CUSM006,PB201069
SO2009148,I2R0040017,PACKING  FX1502B,12,19/10/2020,475,CUSM006,PB201069
SO2009235,I2F0010020,FILTER BAG   U-6x19TF60-SK-S-E1,24,19/10/2020,1200,CUSM005,PB200792
SO2010040,I2B0060012,BLADE                   WA 0149A,1,19/10/2020,5200,CUSU007,PB201147
SO2010040,I2L0010575,LOWER LINER      WA 0165,1,19/10/2020,5300,CUSU007,PB201147
SO2010101,I100003297,RY PACKING      9K89A010210(RY-300 AYH-0300002N,2,19/10/2020,1800,CUSU007,PA201183
SO2010108,I2L0010004,LINER                23 009,6,19/10/2020,2945,CUSE001,PB201188
SO2010116,I2M0020045,CERAMIC MEDIA        V3-T5X5(20KGS/PACK),40,19/10/2020,345,CUSJ011,SS200309
SO2010117,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),75,19/10/2020,18,CUST007,PC201191
SO2010118,I2B0060005,BLADE                     WA 2075C,2,19/10/2020,4560,CUSU007,PB201192
SO2010118,I2D0020005,DISTRIBUTOR          WA 1802D,3,19/10/2020,1900,CUSU007,PB201192
SO2010118,I2C0060004,CONTROL CAGE    WA 1661F,2,19/10/2020,1995,CUSU007,PB201192
SO2010119,I2L0010016,TOP LINER             3A7520A0055,1,19/10/2020,6840,CUSU007,PB201193
SO2010121,I2C0070002,COVER                  3A5550A0007,2,19/10/2020,113000,CUSN002,PB201195
SO2010127,I2B0020001,BOLT                        BE D0182B,4,19/10/2020,100,CUSJ006,PB201199
SO2010127,I2L0010015,END LINER              3A7520A0054,2,19/10/2020,9900,CUSJ006,PB201199
SO2010127,I2D0020005,DISTRIBUTOR          WA 1802D,1,19/10/2020,2000,CUSJ006,PB201199
SO2010127,I2C0060004,CONTROL CAGE     WA 1661F,1,19/10/2020,2100,CUSJ006,PB201199
SO2010127,I2B0060005,BLADE                      WA 2075C,1,19/10/2020,4800,CUSJ006,PB201199
SO2010131,I2S0170002,SIDE PLATE(WHEEL ASS'Y)          X-30 264,1,19/10/2020,78850,CUSE001,PB201203
SO2010135,I1C0160001,CALCIUM CARBONATE ( 25 KGS/PACK ),200,19/10/2020,18,CUSNO36,PC201205
SO2010137,I100003119,STAINLESS STEEL CUT WIRE   SUS430 CCW(0.6MM),750,19/10/2020,187,CUSA013,SS200313
SO2010138,I2A0040001,ARANDUM(A#220Y)            AF 220,200,19/10/2020,257,CUSC002,SS200314
SO2010139,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),375,19/10/2020,18,CUSH010,PC201206
SO2009197,I1S0110011,STEEL SHOT               S-550,3000,20/10/2020,25,CUST024,SS200281
SO2010115,I1S0110008,STEEL SHOT         S-460 (25KGS/PACK),1500,20/10/2020,30,CUSS012,SS200308
SO2010134,I1G0050004,STEEL GRIT         G-80S,500,20/10/2020,43,CUSS017,SS200312
SO2002270,I200000022,CARTRIDGE FILTER           FXN-4085-054/202,4,21/10/2020,8900,CUSS015,PC200293
SO2006041,I2C0070008,FRONT COVER          WA 1805,2,21/10/2020,13400,CUSI001,PB200688
SO2006041,I2L0010049,TOP LINER                WA 2024,2,21/10/2020,4600,CUSI001,PB200688
SO2006041,I2L0010050,SIDE LINER               WA 2025,2,21/10/2020,6300,CUSI001,PB200688
SO2006041,I2L0010051,SIDE LINER                WA 2026,4,21/10/2020,5200,CUSI001,PB200688
SO2006041,I2L0010052,SIDE LINER                WA 2027,4,21/10/2020,4400,CUSI001,PB200688
SO2006041,I2L0010228,LINER                         3B7520G0010,2,21/10/2020,11700,CUSI001,PB200688
SO2007180,I200005366,SAND BLAST HOSE        DIA.12.7X27.7X2PCX6000L,2,21/10/2020,11000,CUST044,PB200838
SO2009231,I1S0110003,BRITE SHOT               AZ-8S,40,21/10/2020,252,CUST009,SZ200287
SO2009231,I1S0110003,BRITE SHOT               AZ-8S,60,21/10/2020,252,CUST009,SZ200287
SO2010103,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),250,21/10/2020,18,CUSM005,PC201184
SO2010146,I2C0060004,CONTROL CAGE     WA 1661F,2,21/10/2020,2100,CUSN012,PB201210
SO2010146,I2D0020005,DISTRIBUTOR           WA 1802C,2,21/10/2020,2000,CUSN012,PB201210
SO2010146,I2B0020005,CENTERING BOLT   M16X35(9*B04C16X035H)(12.9),2,21/10/2020,160,CUSN012,PB201210
SO2011036,I2N0010064,NOZZLE                    AB-B A1666,5,21/10/2020,900,CUSS015,
SO2007143,I2C0080128,POWER CYLINDER,1,22/10/2020,120000,CUSN012,PB200818
SO2010152,I1S0110001,BRITE SHOT       AZ-4S (20 KGS/PACK),600,22/10/2020,250,CUSK007,SZ200319
SO2010165,I2S0110001,ADVANCE SHOT             AD-4,200,22/10/2020,350,CUSP001,SZ200321
SO2010150,I1S0110016,ADVANCE SHOT                  AD-4,400,26/10/2020,250,CUSY003,SZ200318
SO2010178,I1C0160001,CALCIUM CARBONATE       (25 KGS/PACK),525,27/10/2020,18,CUST063,PC201229
SO2003214,I2V0010087,PROPORTIONAL VALVE   ,1,28/10/2020,124450,CUST055,PA200421
SO2007008,I2A0050144,AXIS             3B3390E2029,2,28/10/2020,374850,CUSM050,PB200750
SO2007120,I200005277,STRAINER                      B1/4Q-SS100,2,28/10/2020,5800,CUSS006,PA200806
SO2007122,I200005278,CONTAINER VESSEL             CV-18N-LGS,1,28/10/2020,70500,CUSS006,PA200806
SO2007134,I2M0080004,AMPLIFIER(CONTROLLER)   9K06A000020(URP-15W11E6),1,28/10/2020,40000,CUSA004,PA200813
SO2007157,I1R0020020,ROD                          ZS0099 1800,1,28/10/2020,70000,CUSS006,PA200824
SO2007162,I2P0020128,PUNCHING METAL          LYTE-T2 0049B,2,28/10/2020,24500,CUSS006,PA200828
SO2008157,I2S0010045,SCRAPER                2N2440A2023,1,28/10/2020,3500,CUSS006,PA200948
SO2009039,I100012285,ROLLER                   RC A2476C(RU),2,28/10/2020,12400,CUSS006,PA201001
SO2010168,I2N0030006,NYLON VENT    DIA.25X7H(SLIT:0.40MM.)(WHITE),600,28/10/2020,50,CUST054,PA201221
SO2010169,I2D0010002,DIAPHRAGM VALVE          WWDO-3-CCR,1,28/10/2020,61600,CUST054,PA201222
SO2010193,I1C0160001,CALCIUM CARBONATE       (25 KGS/PACK),525,28/10/2020,12,CUST063,PC201229
SO2010198,I2S0030118,SEAL          1F2310A2162(4PCS./SET),1,28/10/2020,3135,CUSB009,PA201242
SO2010140,I1S0110012,STEEL SHOT                 S-230,12000,29/10/2020,25,CUSK047,SS200315
SO2010207,I2N0030006,NYLON VENT     DIA.25X7H(SLIT:0.40MM.)(WHITE),300,29/10/2020,47,CUSA004,PA201249
SO2007189,I200004661,TANNPOUSEI SPONGE                20BX20TX1000L,2,30/10/2020,700,CUSM006,PB200845
SO2007189,I100012107,LINER            A2 24511,2,30/10/2020,39000,CUSM006,PB200845
SO2007189,I100012108,LINER            A2 10104,1,30/10/2020,18000,CUSM006,PB200845
SO2007189,I2P0040085,PULLEY              250X3V-3 38(H6) NEW JIS,1,30/10/2020,10700,CUSM006,PB200845
SO2007189,I2P0040084,PULLEY              130X3V-3 55(H6) NEW JIS,1,30/10/2020,9000,CUSM006,PB200845
SO2007189,I1B0010023,BE BELT ASSEMBLY FOR DWG.A3 33531,1,30/10/2020,32000,CUSM006,PB200845
SO2007189,I2L0010948,LINER             3B6300B2014,2,30/10/2020,38000,CUSM006,PB200845
SO2007189,I2B0010091,APRON BELT               3B1770G2000,1,30/10/2020,131000,CUSM006,PB200845
SO2007189,I200004660,TANNPOUSEI SPONGE                25BX20TX1000L,4,30/10/2020,800,CUSM006,PB200845
SO2009099,I100012392,FRAME              8A5050Q0037,1,30/10/2020,77000,CUSM001,PA201039
SO2007190,I200004386,CYCLO MOTOR              CNHM01-6075-35 NEW JIS,1,31/10/2020,17000,CUSM006,PB200846
SO2007190,I200003280,CYCLO MOTOR            CNHM05-6105-B-59 NEW JIS,1,31/10/2020,47000,CUSM006,PB200846
SO2007190,I2N0020044,HEX CAP NUT               9*N06A12(M12),4,31/10/2020,30,CUSM006,PB200846
SO2007190,I2P0040063,PULLEY              160X3V-3 DIA.55xH6x16B,1,31/10/2020,12700,CUSM006,PB200846
SO2007190,I2P0040064,PULLEY              260X3V-3 DIA.38xG6X10B,1,31/10/2020,14500,CUSM006,PB200846
SO2007190,I1B0010023,BE BELT ASSEMBLY FOR A3 23127,1,31/10/2020,50000,CUSM006,PB200846
SO2007190,I1P0040005,PULLEY              A3 13929D,1,31/10/2020,18500,CUSM006,PB200846
SO2007190,I1P0040006,PULLEY              A3 22526B,1,31/10/2020,16000,CUSM006,PB200846
SO2010225,I100002930,ADVANCE SHOT               AD-3,100,31/10/2020,300,CUSS155,SZ200331
SO2003206,I2V0010052,PROPORTIONAL   4WRZ25W325-A06A24NETZ4/D2M-957-2,1,01/11/2020,121600,CUST024,PA200415
SO2008123,I200005386,SEAL             ZC 0101(O),1,01/11/2020,1663,CUST024,PA200930
SO2008129,I2B0070175,BEARING                MIE 0057,4,01/11/2020,9405,CUST024,PA200933
SO2008146,I2C0030249,CHAIN          OCM-40J-SERX52LINK,1,01/11/2020,1200,CUST009,PB200941
SO2008170,I2S0110003,PLASTIC SHOT              PSU80 (RESIN SHOT),40,01/11/2020,680,CUSB004,SS200241
SO2009030,I1C0160001,CALCIUM CARBONATE,100,01/11/2020,18,CUSS108,PC200997
SO2010181,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),500,01/11/2020,18,CUSD005,PC201231
SO2010187,I1S0110029,BRITE SHOT               AZ-4S (TRT),80,01/11/2020,252,CUST009,SZ200324
SO2010187,I1S0110030,BRITE SHOT               AZ-8S (TRT),60,01/11/2020,252,CUST009,SZ200324
SO2010188,I1C0160001,CALCIUM CARBONATE (25KGS/PCS),100,01/11/2020,18,CUST009,PC201236
SO2010189,I1S0110013,STEEL SHOT       S-330(SB-10),300,01/11/2020,32,CUSS152,SS200325
SO2010189,I1G0050014,STEEL GRIT        G-80(GH),50,01/11/2020,32,CUSS152,SS200325
SO2010202,I100003119,STAINLESS STEEL CUT WIRE   SUS430 CCW(0.6MM),525,01/11/2020,187,CUSA013,SS200329
SO2010205,I2D0010001,DIAPHRAGM RUBBER PACKING     WWDO-3CCR,5,01/11/2020,6030,CUST024,PA201247
SO2010235,I1C0160001,CALCIUM CARBONATE (25KGS/PACK),125,01/11/2020,18,CUST007,PC201270
SO2006072,I2S0030861,SEAL               3C2310B2003,1,02/11/2020,850,CUSM006,PB200708
SO2006072,I200004851,SEAL               3C2330B2023,1,02/11/2020,1445,CUSM006,PB200708
SO2006072,I200000372,SEAL               3C2330B2024,1,02/11/2020,935,CUSM006,PB200708
SO2006072,I2S0030535,SEAL               3C2330B2025,1,02/11/2020,1275,CUSM006,PB200708
SO2006072,I200003140,SEAL               3C2330B2027,2,02/11/2020,1275,CUSM006,PB200708
SO2006072,I2S0030356,SEAL               3C2330B2037,2,02/11/2020,1105,CUSM006,PB200708
SO2006072,I2L0010569,LINER                    3C7530B2166,1,02/11/2020,8075,CUSM006,PB200708
SO2006072,I200004602,BOLT                     WZ8 0331A,2,02/11/2020,425,CUSM006,PB200708
SO2006072,I2B0020230,HEX BOLT            9*B04C10X035H(M10X35MM)12.9,4,02/11/2020,85,CUSM006,PB200708
SO2006072,I2N0020007,NUT                      WZ8 0320,4,02/11/2020,425,CUSM006,PB200708
SO2006072,I2B0020020,BOLT                         WZ8 0343,10,02/11/2020,425,CUSM006,PB200708
SO2006072,I200004855,BRACKET                  3C6170B0078,2,02/11/2020,7905,CUSM006,PB200708
SO2006072,I2B0020230,HEX BOLT            9*B04C10X035H(M10X35MM)12.9,4,02/11/2020,85,CUSM006,PB200708
SO2006072,I2N0020007,NUT                     WZ8 0320,8,02/11/2020,425,CUSM006,PB200708
SO2006072,I2B0020020,BOLT                     WZ8 0343,2,02/11/2020,425,CUSM006,PB200708
SO2006072,I2L0010568,LINER                    3C7530B2165,1,02/11/2020,8075,CUSM006,PB200708
SO2006072,I200004856,DOOR UNIT            3C1B5JT0009,1,02/11/2020,62900,CUSM006,PB200708
SO2006072,I2N0020002,SHOT CAP NUT                   9*N14B10,14,02/11/2020,60,CUSM006,PB200708
SO2006072,I2H0060171,HOLDER                  SCB J6403,4,02/11/2020,765,CUSM006,PB200708
SO2006072,I2H0060172,HOLDER                  SCB T1648,7,02/11/2020,680,CUSM006,PB200708
SO2006072,I2W0010035,WOODEN WASHER            9*W10H10(M10),2,02/11/2020,17,CUSM006,PB200708
SO2006072,I2N0020007,NUT                          WZ8 0320,8,02/11/2020,425,CUSM006,PB200708
