InvoiceNo,ItemNo,Description,Quantity,InvoiceDate,UnitPrice,CustomerID
IV2011041,I00012612,TEST 2557,2,01/12/2020, 140.00 ,CUS002
IV2011041,I00012613,TEST 2558,2,01/12/2020, 160.00 ,CUS002
IV2011041,I00012614,TEST 2559,2,01/12/2020, 750.00 ,CUS002
IV2011116,I0060008,TEST 2560,6,01/12/2020," 1,995.00 ",CUS018
IV2011116,I0020004,TEST 2561,3,01/12/2020," 1,900.00 ",CUS018
IV2011116,I0010048,TEST 2562,6,01/12/2020," 7,125.00 ",CUS018
IV2011116,I0010049,TEST 2563,6,01/12/2020," 4,370.00 ",CUS018
IV2011116,I0010056,TEST 2564,3,01/12/2020," 7,125.00 ",CUS018
IV2011116,I0060004,TEST 2565,3,01/12/2020," 4,560.00 ",CUS018
IV2011125,I00010501,TEST 2566,1,01/12/2020," 15,000.00 ",CUS006
IV2011130,I0160001,TEST 2567,500,01/12/2020, 18.00 ,CUS012
IV2011142,I0050005,TEST 2568,500,01/12/2020, 50.00 ,CUS054
IV2011143,I0110011,TEST 2569,3000,01/12/2020, 25.00 ,CUS024
IV2011148,I0060006,TEST 2570,5,01/12/2020," 5,800.00 ",CUS003
IV2011184,I0010016,TEST 2571,2,01/12/2020," 7,200.00 ",CUS006
IV2011185,I0010001,TEST 2572,2,01/12/2020," 6,700.00 ",CUS025
IV2011223,I00003119,TEST 2573,700,01/12/2020, 187.00 ,CUS013
IV2011224,I0010015,TEST 2574,9,01/12/2020," 9,900.00 ",CUS002
IV2011225,I0170002,TEST 2575,2,01/12/2020," 83,000.00 ",CUS002
IV2011227,I0010048,TEST 2576,1,01/12/2020," 7,125.00 ",CUS012
IV2011230,I0030006,TEST 2577,600,01/12/2020, 50.00 ,CUS054
IV2011231,I0060004,TEST 2578,10,01/12/2020," 2,100.00 ",CUS054
IV2011233,I0020005,TEST 2579,20,01/12/2020," 2,000.00 ",CUS054
IV2011233,I0060005,TEST 2580,20,01/12/2020," 4,800.00 ",CUS054
IV2011234,I0010015,TEST 2581,6,01/12/2020," 9,900.00 ",CUS001
IV2011234,I0020005,TEST 2582,4,01/12/2020," 2,000.00 ",CUS001
IV2011234,I0060005,TEST 2583,4,01/12/2020," 4,800.00 ",CUS001
IV2011238,I0010015,TEST 2584,2,01/12/2020," 9,900.00 ",CUS022
IV2011246,I0080001,TEST 2585,6,01/12/2020," 21,500.00 ",CUS104
IV2011250,II0020001,TEST 2586,1,01/12/2020," 399,500.00 ",CUS055
IV2011251,I0160001,TEST 2587,75,01/12/2020, 18.00 ,CUS009
IV2011252,I0030006,TEST 2588,500,01/12/2020, 45.00 ,CUS055
IV2011252,I00000720,TEST 2589,500,01/12/2020, 50.00 ,CUS055
IV2011255,I0110005,TEST 2590,300,01/12/2020, 48.00 ,CUS006
IV2011255,I0050001,TEST 2591,100,01/12/2020, 45.00 ,CUS006
IV2011256,I0160001,TEST 2592,150,01/12/2020, 15.00 ,CUS006
IV2012003,I0110013,TEST 2593,300,01/12/2020, 32.00 ,CUS152
IV2012003,I0050014,TEST 2594,50,01/12/2020, 32.00 ,CUS152
IV2012004,I0110029,TEST 2595,140,01/12/2020, 252.20 ,CUS009
IV2012004,I0110030,TEST 2596,60,01/12/2020, 252.20 ,CUS009
IV2012006,I0160001,TEST 2597,125,01/12/2020, 18.00 ,CUS007
IV2012008,I0160001,TEST 2598,125,01/12/2020, 18.00 ,CUS007
IV2012012,I0160001,TEST 2599,500,01/12/2020, 18.00 ,CUS006
IV2012012,I0160001,TEST 2600,500,01/12/2020, 18.00 ,CUS006
IV2012013,I0060008,TEST 2601,1,01/12/2020," 1,995.00 ",CUS012
IV2012014,I0160001,TEST 2602,500,01/12/2020, 18.00 ,CUS005
IV2009075,I0040007,TEST 2603,1,02/12/2020," 9,500.00 ",CUS005
IV2009075,I0040034,TEST 2604,1,02/12/2020," 14,500.00 ",CUS005
IV2009096,I0030002,TEST 2605,4,02/12/2020, 392.00 ,CUS006
IV2012016,I0070011,TEST 2606,24,02/12/2020," 1,300.00 ",CUS050
IV2012016,I0060018,TEST 2607,5,02/12/2020," 8,200.00 ",CUS050
IV2012016,I0020008,TEST 2608,9,02/12/2020," 6,000.00 ",CUS050
IV2009160,I00002674,TEST 2609,2,03/12/2020," 170,000.00 ",CUS002
IV2009207,I0060011,TEST 2610,1,03/12/2020," 3,200.00 ",CUS009
IV2009210,I0020007,TEST 2611,16,03/12/2020, 500.00 ,CUS002
IV2009210,I0010912,TEST 2612,8,03/12/2020," 3,900.00 ",CUS002
IV2010104,I0110017,TEST 2613,2000,03/12/2020, 248.50 ,CUS014
IV2011206,I0110008,TEST 2614,1500,03/12/2020, 30.00 ,CUS012
IV2012037,I0160001,TEST 2615,1000,03/12/2020, 18.00 ,CUS006
IV2011127,I00001904,TEST 2616,220,04/12/2020, 145.00 ,CUS006
IV2011127,I00001905,TEST 2617,670,04/12/2020, 115.00 ,CUS006
IV2012031,I0010015,TEST 2618,6,04/12/2020," 9,900.00 ",CUS054
IV2012036,I0010002,TEST 2619,1,04/12/2020," 58,520.00 ",CUS001
IV2012041,I0060007,TEST 2620,1,04/12/2020," 2,100.00 ",CUS136
IV2012041,I0010015,TEST 2621,2,04/12/2020," 9,900.00 ",CUS136
IV2012046,I0060004,TEST 2622,3,04/12/2020," 1,995.00 ",CUS007
IV2012053,I0160001,TEST 2623,1800,04/12/2020, 13.00 ,CUS002
IV2012056,I00005737,TEST 2624,200,04/12/2020, 197.00 ,CUS042
IV2009221,I0010056,TEST 2625,6,08/12/2020," 1,400.00 ",CUS015
IV2011242,I0060006,TEST 2626,4,08/12/2020," 5,800.00 ",CUS133
IV2012007,I00001831,TEST 2627,100,08/12/2020, 215.00 ,CUS032
IV2012007,I00002867,TEST 2628,350,08/12/2020, 215.00 ,CUS032
IV2012024,I0040006,TEST 2629,100,08/12/2020, 150.00 ,CUS001
IV2012029,I0050003,TEST 2630,300,08/12/2020, 43.00 ,CUS001
IV2012055,I0160001,TEST 2631,125,08/12/2020, 18.00 ,CUS009
IV2012072,IM0080004,TEST 2632,2,08/12/2020," 38,000.00 ",CUS006
IV2008053,I00005365,TEST 2633,1,09/12/2020," 24,000.00 ",CUS001
IV2008092,I0010100,TEST 2634,1,09/12/2020," 5,300.00 ",CUS011
IV2009017,I0011126,TEST 2635,2,09/12/2020," 13,800.00 ",CUS001
IV2009017,I0011127,TEST 2636,2,09/12/2020," 13,200.00 ",CUS001
IV2009017,I0011128,TEST 2637,2,09/12/2020," 17,500.00 ",CUS001
IV2009018,I0011129,TEST 2638,2,09/12/2020," 14,200.00 ",CUS001
IV2009018,I0011130,TEST 2639,2,09/12/2020," 17,600.00 ",CUS001
IV2009019,I0011131,TEST 2640,2,09/12/2020," 17,000.00 ",CUS001
IV2009019,I00001945,TEST 2641,4,09/12/2020," 2,500.00 ",CUS001
IV2009019,I00001946,TEST 2642,2,09/12/2020," 2,200.00 ",CUS001
IV2009019,I00001947,TEST 2643,2,09/12/2020," 2,500.00 ",CUS001
IV2009019,I00001948,TEST 2644,4,09/12/2020," 3,800.00 ",CUS001
IV2009019,I0020032,TEST 2645,200,09/12/2020, 100.00 ,CUS001
IV2009042,I00004915,TEST 2646,3,09/12/2020," 15,000.00 ",CUS025
IV2009042,I00004916,TEST 2647,4,09/12/2020," 1,700.00 ",CUS025
IV2009053,I0070026,TEST 2648,2,09/12/2020," 7,500.00 ",CUS009
IV2009053,I0010214,TEST 2649,2,09/12/2020," 5,000.00 ",CUS009
IV2009053,I00003814,TEST 2650,1,09/12/2020," 2,500.00 ",CUS009
IV2009053,I00005420,TEST 2651,1,09/12/2020," 5,000.00 ",CUS009
IV2009053,I00005390,TEST 2652,1,09/12/2020, 800.00 ,CUS009
IV2009053,I00005389,TEST 2653,1,09/12/2020, 600.00 ,CUS009
IV2009053,I00005391,TEST 2654,1,09/12/2020," 4,000.00 ",CUS009
IV2009053,I0010532,TEST 2655,2,09/12/2020," 9,600.00 ",CUS009
IV2009053,I0030301,TEST 2656,2,09/12/2020," 2,300.00 ",CUS009
IV2009053,I0070053,TEST 2657,1,09/12/2020," 2,000.00 ",CUS009
IV2009055,I0090004,TEST 2658,1,09/12/2020," 2,000.00 ",CUS009
IV2009055,I0070099,TEST 2659,5,09/12/2020," 1,500.00 ",CUS009
IV2009055,I0070027,TEST 2660,1,09/12/2020," 1,200.00 ",CUS009
IV2009055,II0020004,TEST 2661,1,09/12/2020," 51,000.00 ",CUS009
IV2009055,I0060009,TEST 2662,1,09/12/2020," 11,800.00 ",CUS009
IV2009055,I0010214,TEST 2663,1,09/12/2020," 5,000.00 ",CUS009
IV2009057,I0030405,TEST 2664,10,09/12/2020," 1,500.00 ",CUS016
IV2009057,I0030010,TEST 2665,10,09/12/2020, 730.00 ,CUS016
IV2009069,I00005385,TEST 2666,2,09/12/2020," 1,100.00 ",CUS001
IV2009076,I0090002,TEST 2667,2,09/12/2020," 6,200.00 ",CUS005
IV2009076,I0090037,TEST 2668,2,09/12/2020," 8,600.00 ",CUS005
IV2009076,I0010530,TEST 2669,1,09/12/2020," 19,700.00 ",CUS005
IV2009094,I0010670,TEST 2670,1,09/12/2020," 6,100.00 ",CUS006
IV2009120,I00005056,TEST 2671,1,09/12/2020," 44,500.00 ",CUS013
IV2009154,I0060015,TEST 2672,4,09/12/2020," 11,495.00 ",CUS013
IV2009158,I0010004,TEST 2673,10,09/12/2020," 1,000.00 ",CUS002
IV2009158,I0020007,TEST 2674,10,09/12/2020, 250.00 ,CUS002
IV2009158,I0030010,TEST 2675,5,09/12/2020, 730.00 ,CUS002
IV2009158,I0040158,TEST 2676,1,09/12/2020," 10,600.00 ",CUS002
IV2009162,I00002823,TEST 2677,8,09/12/2020," 2,500.00 ",CUS001
IV2009162,I00002824,TEST 2678,8,09/12/2020," 3,000.00 ",CUS001
IV2009166,I0030017,TEST 2679,1,09/12/2020," 115,000.00 ",CUS025
IV2009185,I0040016,TEST 2680,2,09/12/2020," 15,600.00 ",CUS001
IV2009185,I0040126,TEST 2681,2,09/12/2020," 28,500.00 ",CUS001
IV2009186,I0010049,TEST 2682,6,09/12/2020," 4,600.00 ",CUS001
IV2009186,I0010221,TEST 2683,4,09/12/2020," 8,600.00 ",CUS001
IV2009204,I0030031,TEST 2684,1,09/12/2020," 14,000.00 ",CUS013
IV2009204,I0030001,TEST 2685,4,09/12/2020," 11,800.00 ",CUS013
IV2009204,I0030106,TEST 2686,4,09/12/2020, 300.00 ,CUS013
IV2009204,I0030006,TEST 2687,4,09/12/2020, 140.00 ,CUS013
IV2009204,I0060007,TEST 2688,4,09/12/2020, 400.00 ,CUS013
IV2009204,I0020006,TEST 2689,4,09/12/2020, 450.00 ,CUS013
IV2009204,I0030030,TEST 2690,1,09/12/2020," 14,000.00 ",CUS013
IV2009205,I0230045,TEST 2691,1,09/12/2020," 31,000.00 ",CUS001
IV2009206,I0030670,TEST 2692,2,09/12/2020," 3,900.00 ",CUS001
IV2010006,I0030753,TEST 2693,1,09/12/2020," 3,700.00 ",CUS001
IV2010007,I00005431,TEST 2694,1,09/12/2020," 13,000.00 ",CUS001
IV2010009,I0020001,TEST 2695,8,09/12/2020," 5,000.00 ",CUS001
IV2010010,I0020004,TEST 2696,1,09/12/2020," 14,200.00 ",CUS001
IV2010015,I0070202,TEST 2697,2,09/12/2020," 30,000.00 ",CUS001
IV2010015,I0070203,TEST 2698,2,09/12/2020," 13,200.00 ",CUS001
IV2010016,I0050085,TEST 2699,2,09/12/2020," 20,000.00 ",CUS001
IV2010016,I0040055,TEST 2700,2,09/12/2020," 2,300.00 ",CUS001
IV2010016,I0050009,TEST 2701,3,09/12/2020," 18,300.00 ",CUS001
IV2010035,I0010012,TEST 2702,2,09/12/2020," 26,885.00 ",CUS003
IV2010042,I0010026,TEST 2703,2,09/12/2020," 13,300.00 ",CUS001
IV2010056,I0030352,TEST 2704,2,09/12/2020," 3,300.00 ",CUS001
IV2010067,I0010064,TEST 2705,1,09/12/2020, 900.00 ,CUS04
IV2010067,I0030082,TEST 2706,1,09/12/2020, 200.00 ,CUS04
IV2010067,I00005484,TEST 2707,1,09/12/2020, 500.00 ,CUS04
IV2010067,I00005509,TEST 2708,1,09/12/2020," 8,900.00 ",CUS04
IV2010081,I0010002,TEST 2709,160,09/12/2020, 500.00 ,CUS004
IV2010099,I0020005,TEST 2710,3,09/12/2020," 1,900.00 ",CUS001
IV2010099,I0060004,TEST 2711,3,09/12/2020," 1,995.00 ",CUS001
IV2010099,I0030001,TEST 2712,4,09/12/2020," 1,995.00 ",CUS001
IV2010123,IM0020009,TEST 2713,20,09/12/2020, 300.00 ,CUS019
IV2010130,I0060001,TEST 2714,7,09/12/2020," 8,360.00 ",CUS009
IV2010132,I0010015,TEST 2715,2,09/12/2020," 9,405.00 ",CUS001
IV2010132,II0010001,TEST 2716,1,09/12/2020," 4,750.00 ",CUS001
IV2010142,I0070002,TEST 2717,10,09/12/2020," 4,655.00 ",CUS013
IV2010154,I0110003,TEST 2718,40,09/12/2020, 680.00 ,CUS004
IV2010156,I0070002,TEST 2719,10,09/12/2020," 4,655.00 ",CUS013
IV2010162,I0010084,TEST 2720,4,09/12/2020," 26,190.00 ",CUS004
IV2010182,I0030086,TEST 2721,1,09/12/2020," 1,980.00 ",CUS024
IV2010192,I0030009,TEST 2722,10,09/12/2020, 500.00 ,CUS006
IV2010194,I0040005,TEST 2723,6,09/12/2020," 1,300.00 ",CUS010
IV2010194,I0040005,TEST 2724,6,09/12/2020, 700.00 ,CUS010
IV2010240,I0020122,TEST 2725,1,09/12/2020," 41,419.00 ",CUS006
IV2010240,I0030008,TEST 2726,2,09/12/2020, 776.00 ,CUS006
IV2010240,I0050081,TEST 2727,1,09/12/2020, 67.90 ,CUS006
IV2010240,I0070027,TEST 2728,2,09/12/2020, 242.50 ,CUS006
IV2010240,I0070197,TEST 2729,1,09/12/2020," 3,686.00 ",CUS006
IV2010240,I0030001,TEST 2730,2,09/12/2020, 126.10 ,CUS006
IV2010240,I0070027,TEST 2731,1,09/12/2020, 533.50 ,CUS006
IV2010240,I0070142,TEST 2732,1,09/12/2020," 1,164.00 ",CUS006
IV2010240,IK0010017,TEST 2733,1,09/12/2020, 291.00 ,CUS006
IV2011134,I0040070,TEST 2734,1,09/12/2020," 22,500.00 ",CUS004
IV2011180,I0060004,TEST 2735,3,09/12/2020," 4,800.00 ",CUS039
IV2011194,I0010573,TEST 2736,2,09/12/2020," 7,300.00 ",CUS001
IV2011194,I0010574,TEST 2737,3,09/12/2020," 1,900.00 ",CUS001
IV2011194,I0010575,TEST 2738,2,09/12/2020," 5,300.00 ",CUS001
IV2011249,I00001904,TEST 2739,60,09/12/2020, 145.00 ,CUS006
IV2011249,I00001905,TEST 2740,180,09/12/2020, 115.00 ,CUS006
IV2012009,I0110012,TEST 2741,525,09/12/2020, 32.00 ,CUS063
IV2012028,I0110011,TEST 2742,3000,09/12/2020, 25.00 ,CUS024
IV2012030,I0160001,TEST 2743,750,09/12/2020, 18.00 ,CUS006
IV2012030,I0160001,TEST 2744,750,09/12/2020, 18.00 ,CUS006
IV2012042,I0010048,TEST 2745,1,09/12/2020," 7,125.00 ",CUS012
IV2012043,I0160001,TEST 2746,200,09/12/2020, 18.00 ,CUS36
IV2012044,I0170005,TEST 2747,1,09/12/2020," 113,000.00 ",CUS001
IV2012052,I0160001,TEST 2748,375,09/12/2020, 18.00 ,CUS010
IV2012084,I0160001,TEST 2749,250,09/12/2020, 18.00 ,CUS006
IV2012085,I0160001,TEST 2750,75,09/12/2020, 18.00 ,CUS007
IV2012087,I0160001,TEST 2751,250,09/12/2020, 18.00 ,CUS007
IV2012088,I0160001,TEST 2752,125,09/12/2020, 18.00 ,CUS007
IV2012089,I0060005,TEST 2753,4,09/12/2020," 4,800.00 ",CUS007
IV2012089,I0010015,TEST 2754,2,09/12/2020," 9,900.00 ",CUS007
IV2012089,I0020007,TEST 2755,2,09/12/2020, 250.00 ,CUS007
IV2012089,I0010016,TEST 2756,3,09/12/2020," 7,200.00 ",CUS007
IV2012090,I0160001,TEST 2757,100,09/12/2020, 18.00 ,CUS001
IV2012094,I0160001,TEST 2758,3000,09/12/2020, 10.00 ,CUS044
IV2008202,I0070034,TEST 2759,1,11/12/2020," 400,000.00 ",CUS006
IV2008202,I0070015,TEST 2760,2,11/12/2020," 57,624.00 ",CUS006
IV2009054,I0030157,TEST 2761,1,11/12/2020," 1,600.00 ",CUS009
IV2009054,I00005372,TEST 2762,1,11/12/2020," 10,000.00 ",CUS009
IV2009054,I00005373,TEST 2763,1,11/12/2020," 3,500.00 ",CUS009
IV2009054,I00005377,TEST 2764,4,11/12/2020, 250.00 ,CUS009
IV2009054,I0010012,TEST 2765,2,11/12/2020, 400.00 ,CUS009
IV2009054,I00005374,TEST 2766,2,11/12/2020, 50.00 ,CUS009
IV2009054,I0010039,TEST 2767,20,11/12/2020, 750.00 ,CUS009
IV2009054,I00005376,TEST 2768,1,11/12/2020, 800.00 ,CUS009
IV2009054,I00005375,TEST 2769,1,11/12/2020," 2,000.00 ",CUS009
IV2009054,I0070099,TEST 2770,5,11/12/2020," 1,500.00 ",CUS009
IV2009054,I0010053,TEST 2771,1,11/12/2020," 135,000.00 ",CUS009
IV2009126,I00000403,TEST 2772,1,11/12/2020," 5,000.00 ",CUS006
IV2009172,I0060152,TEST 2773,1,11/12/2020," 2,058.00 ",CUS006
IV2009173,I0020087,TEST 2774,1,11/12/2020," 32,340.00 ",CUS006
IV2010052,I00003485,TEST 2775,2,11/12/2020," 2,000.00 ",CUS006
IV2010053,I0070006,TEST 2776,2,11/12/2020," 6,000.00 ",CUS006
IV2010053,I0070005,TEST 2777,2,11/12/2020," 6,000.00 ",CUS006
IV2010053,I0070001,TEST 2778,2,11/12/2020," 14,000.00 ",CUS006
IV2010068,I0060004,TEST 2779,4,11/12/2020," 4,800.00 ",CUS002
IV2010068,I0060008,TEST 2780,3,11/12/2020," 2,100.00 ",CUS002
IV2010068,I0030003,TEST 2781,6,11/12/2020, 400.00 ,CUS002
IV2010068,I0030009,TEST 2782,4,11/12/2020, 500.00 ,CUS002
IV2010068,I0170001,TEST 2783,1,11/12/2020," 90,000.00 ",CUS002
IV2010068,I0010052,TEST 2784,3,11/12/2020," 4,400.00 ",CUS002
IV2010068,I0010051,TEST 2785,3,11/12/2020," 5,200.00 ",CUS002
IV2010068,I0010050,TEST 2786,3,11/12/2020," 6,300.00 ",CUS002
IV2010068,I0050004,TEST 2787,2,11/12/2020," 5,500.00 ",CUS002
IV2010068,I0020001,TEST 2788,4,11/12/2020, 300.00 ,CUS002
IV2010084,I0010003,TEST 2789,2,11/12/2020," 3,600.00 ",CUS005
IV2010084,I0010009,TEST 2790,2,11/12/2020," 18,700.00 ",CUS005
IV2010085,I0060044,TEST 2791,2,11/12/2020," 9,300.00 ",CUS005
IV2010085,I0060021,TEST 2792,2,11/12/2020," 11,000.00 ",CUS005
IV2010085,I00002944,TEST 2793,2,11/12/2020," 3,000.00 ",CUS005
IV2010102,IM0020089,TEST 2794,20,11/12/2020, 570.00 ,CUS009
IV2010107,I0030008,TEST 2795,2,11/12/2020," 10,300.00 ",CUS018
IV2010141,I0010012,TEST 2796,6,11/12/2020," 4,100.00 ",CUS013
IV2010174,I0060004,TEST 2797,2,11/12/2020," 2,100.00 ",CUS006
IV2010174,I0020155,TEST 2798,4,11/12/2020, 650.00 ,CUS006
IV2010186,I0010084,TEST 2799,1,11/12/2020," 25,650.00 ",CUS008
IV2010211,I0070077,TEST 2800,1,11/12/2020," 16,055.00 ",CUS001
IV2011254,I0110005,TEST 2801,300,11/12/2020, 48.00 ,CUS006
IV2011254,I0050001,TEST 2802,100,11/12/2020, 45.00 ,CUS006
IV2011257,I0160001,TEST 2803,150,11/12/2020, 15.00 ,CUS006
IV2012005,I0110003,TEST 2804,40,11/12/2020, 252.20 ,CUS009
IV2012005,I0110003,TEST 2805,60,11/12/2020, 252.20 ,CUS009
IV2012048,I0020005,TEST 2806,2,11/12/2020, 160.00 ,CUS006
IV2012049,I0060004,TEST 2807,2,11/12/2020," 2,100.00 ",CUS006
IV2012049,I0020005,TEST 2808,2,11/12/2020," 1,960.00 ",CUS006
IV2012049,I0060005,TEST 2809,2,11/12/2020," 4,704.00 ",CUS006
IV2012058,I0060004,TEST 2810,5,11/12/2020," 2,100.00 ",CUS005
IV2009022,I0040032,TEST 2811,1,14/12/2020," 14,900.00 ",CUS006
IV2009022,I0040043,TEST 2812,1,14/12/2020," 76,000.00 ",CUS006
IV2009022,I0010112,TEST 2813,1,14/12/2020," 300,000.00 ",CUS006
IV2009022,I00012397,TEST 2814,2,14/12/2020," 11,000.00 ",CUS006
IV2009022,I0070084,TEST 2815,2,14/12/2020," 9,700.00 ",CUS006
IV2009022,I00012396,TEST 2816,1,14/12/2020," 7,800.00 ",CUS006
IV2009022,I0050053,TEST 2817,1,14/12/2020," 14,000.00 ",CUS006
IV2009022,I0040005,TEST 2818,1,14/12/2020," 15,200.00 ",CUS006
IV2009022,I0040004,TEST 2819,1,14/12/2020," 9,900.00 ",CUS006
IV2009022,I0010023,TEST 2820,1,14/12/2020," 47,600.00 ",CUS006
IV2010013,I0020004,TEST 2821,1,14/12/2020," 10,350.00 ",CUS024
IV2010013,I0010001,TEST 2822,5,14/12/2020," 6,030.00 ",CUS024
IV2010076,I00005521,TEST 2823,5,14/12/2020," 3,000.00 ",CUS007
IV2010076,I0010078,TEST 2824,5,14/12/2020," 2,600.00 ",CUS007
IV2012101,I0010015,TEST 2825,2,14/12/2020," 9,405.00 ",CUS001
IV2012110,I0160001,TEST 2826,125,14/12/2020, 18.00 ,CUS146
IV2012120,I0160001,TEST 2827,600,14/12/2020, 17.46 ,CUS010
IV2009239,I0020007,TEST 2828,6,15/12/2020, 500.00 ,CUS36
IV2009239,I00012535,TEST 2829,2,15/12/2020, 530.00 ,CUS36
IV2009239,I00012536,TEST 2830,4,15/12/2020, 580.00 ,CUS36
IV2012015,I00012948,TEST 2831,1,15/12/2020," 6,000.00 ",CUS002
IV2012015,I00012955,TEST 2832,8,15/12/2020, 40.00 ,CUS002
IV2012032,I0060004,TEST 2833,8,15/12/2020," 4,800.00 ",CUS133
IV2012032,I0170001,TEST 2834,1,15/12/2020," 90,000.00 ",CUS133
IV2012095,I0010015,TEST 2835,4,15/12/2020," 9,900.00 ",CUS01
IV2012095,I0010016,TEST 2836,2,15/12/2020," 7,200.00 ",CUS01
IV2012098,I0060007,TEST 2837,3,15/12/2020," 2,100.00 ",CUS136
IV2012098,I0020005,TEST 2838,3,15/12/2020," 2,000.00 ",CUS136
IV2012105,I0060004,TEST 2839,3,15/12/2020," 2,100.00 ",CUS001
IV2012105,I0010001,TEST 2840,2,15/12/2020, 400.00 ,CUS001
IV2012108,I0160001,TEST 2841,200,15/12/2020, 18.00 ,CUS003
IV2012112,I00002930,TEST 2842,100,15/12/2020, 300.00 ,CUS155
IV2012115,I0110016,TEST 2843,800,15/12/2020, 250.00 ,CUS003
IV2012116,I0110021,TEST 2844,500,15/12/2020, 55.00 ,CUS027
IV2012117,I0160001,TEST 2845,350,15/12/2020, 18.00 ,CUS027
IV2012130,I0010001,TEST 2846,140,15/12/2020, 375.00 ,CUS003
IV2012139,I0110011,TEST 2847,3000,15/12/2020, 25.00 ,CUS024
IV2012141,IM0040010,TEST 2848,1,15/12/2020," 246,000.00 ",CUS025
IV1812195,I0010007,TEST 2849,29,16/12/2020," 8,800.00 ",CUS015
IV2009222,I00001693,TEST 2850,4,16/12/2020," 12,500.00 ",CUS006
IV2009222,I00005343,TEST 2851,4,16/12/2020," 27,000.00 ",CUS006
IV2009222,I00005344,TEST 2852,1,16/12/2020," 20,500.00 ",CUS006
IV2009222,I00005345,TEST 2853,1,16/12/2020," 20,500.00 ",CUS006
IV2009222,I00001696,TEST 2854,2,16/12/2020," 22,000.00 ",CUS006
IV2009222,I00001697,TEST 2855,2,16/12/2020," 5,500.00 ",CUS006
IV2009222,I00001698,TEST 2856,2,16/12/2020," 2,700.00 ",CUS006
IV2010212,I0040001,TEST 2857,2,16/12/2020," 20,300.00 ",CUS006
IV2010212,II0010002,TEST 2858,1,16/12/2020," 4,900.00 ",CUS006
IV2010215,I0020155,TEST 2859,4,16/12/2020, 650.00 ,CUS006
IV2010215,I0070009,TEST 2860,1,16/12/2020," 8,800.00 ",CUS006
IV2010215,I0040002,TEST 2861,1,16/12/2020," 4,000.00 ",CUS006
IV2010216,I0010070,TEST 2862,2,16/12/2020," 4,802.00 ",CUS006
IV2010217,I00000989,TEST 2863,1,16/12/2020," 2,300.00 ",CUS006
IV2012152,I0060005,TEST 2864,2,16/12/2020," 4,704.00 ",CUS006
IV2012153,I0060004,TEST 2865,1,16/12/2020," 2,100.00 ",CUS007
IV2012153,I0020005,TEST 2866,2,16/12/2020," 2,000.00 ",CUS007
IV2012153,I0010049,TEST 2867,2,16/12/2020," 4,600.00 ",CUS007
IV2012156,I0160001,TEST 2868,125,16/12/2020, 18.00 ,CUS007
IV2012157,I0160001,TEST 2869,50,16/12/2020, 18.00 ,CUS007
IV2012158,I0160001,TEST 2870,125,16/12/2020, 18.00 ,CUS007
IV2012159,I0160001,TEST 2871,250,16/12/2020, 18.00 ,CUS007
IV2012160,I0030103,TEST 2872,2,16/12/2020, 950.00 ,CUS098
IV2010027,I0011086,TEST 2873,3,17/12/2020," 1,700.00 ",CUS003
IV2010027,I0010054,TEST 2874,6,17/12/2020," 2,200.00 ",CUS003
IV2010027,I0010055,TEST 2875,6,17/12/2020," 2,300.00 ",CUS003
IV2010027,I0010001,TEST 2876,4,17/12/2020, 400.00 ,CUS003
IV2012119,I0010015,TEST 2877,2,17/12/2020," 9,900.00 ",CUS022
IV2012119,I0010016,TEST 2878,1,17/12/2020," 7,200.00 ",CUS022
IV2012137,I0060005,TEST 2879,3,17/12/2020," 4,800.00 ",CUS008
IV2012154,I0010011,TEST 2880,2,17/12/2020," 19,950.00 ",CUS001
IV2012155,I0010001,TEST 2881,2,17/12/2020," 6,365.00 ",CUS001
IV2012161,I0020014,TEST 2882,2,17/12/2020, 160.00 ,CUS001
IV2012161,I0050001,TEST 2883,1,17/12/2020," 23,000.00 ",CUS001
IV2012161,I0020003,TEST 2884,2,17/12/2020, 100.00 ,CUS001
IV2012171,I0060005,TEST 2885,2,17/12/2020," 4,560.00 ",CUS018
IV2012171,I0060004,TEST 2886,2,17/12/2020," 1,995.00 ",CUS018
IV2010100,I0010266,TEST 2887,1,18/12/2020," 6,700.00 ",CUS022
IV2010100,I0010879,TEST 2888,1,18/12/2020," 5,800.00 ",CUS022
IV2010100,I0010013,TEST 2889,2,18/12/2020," 3,000.00 ",CUS022
IV2010100,I0010014,TEST 2890,2,18/12/2020," 2,800.00 ",CUS022
IV2010195,I00002616,TEST 2891,1,18/12/2020," 41,040.00 ",CUS013
IV2011161,I0100072,TEST 2892,1,18/12/2020," 23,750.00 ",CUS013
IV2012038,I0110007,TEST 2893,1000,18/12/2020, 42.00 ,CUS104
IV2012079,I0110011,TEST 2894,3000,18/12/2020, 25.00 ,CUS024
IV2012114,I0110011,TEST 2895,3000,18/12/2020, 25.00 ,CUS024
IV2012165,I00002867,TEST 2896,100,18/12/2020, 215.00 ,CUS032
IV2012170,I00003119,TEST 2897,750,18/12/2020, 187.00 ,CUS013
IV2012172,I0110017,TEST 2898,100,18/12/2020, 235.00 ,CUS013
IV2012174,I0110013,TEST 2899,300,18/12/2020, 32.00 ,CUS152
IV2012174,I0050014,TEST 2900,50,18/12/2020, 32.00 ,CUS152
IV2012179,I0060005,TEST 2901,2,18/12/2020," 4,800.00 ",CUS067
IV2012179,I0060004,TEST 2902,1,18/12/2020," 2,100.00 ",CUS067
